"customer_city","payment_type","order_status","average_order_value"
ribeirao pires,debit_card,delivered,223.47
barrinha,credit_card,delivered,223.50
calcado,credit_card,delivered,223.54
faxinal dos guedes,boleto,delivered,223.55
nova ponte,credit_card,delivered,223.81
senador pompeu,credit_card,delivered,223.87
rio das ostras,boleto,shipped,224.02
araguana,credit_card,delivered,224.07
dom aquino,boleto,delivered,224.09
sao miguel do iguacu,boleto,shipped,224.09
xaxim,boleto,delivered,224.17
monte gordo,credit_card,delivered,224.17
canavieiras,credit_card,delivered,224.18
jaboticabal,credit_card,processing,224.22
guarai,credit_card,delivered,224.43
pirapora do bom jesus,credit_card,delivered,224.48
novo horizonte,boleto,invoiced,224.48
recife,credit_card,shipped,224.54
ipanema,credit_card,delivered,224.58
claudio,credit_card,delivered,224.66
taubate,boleto,shipped,224.71
francisco dantas,boleto,delivered,224.78
mirassol,credit_card,delivered,224.79
entre rios,credit_card,delivered,224.87
salto do lontra,boleto,delivered,225.03
urucui,credit_card,delivered,225.06
luizlandia do oeste,voucher,delivered,225.22
parnaiba,boleto,delivered,225.29
varjota,credit_card,delivered,225.30
barra do corda,credit_card,delivered,225.40
porto uniao,boleto,delivered,225.47
maraba,credit_card,delivered,225.48
cabo frio,boleto,delivered,225.55
cristalia,boleto,delivered,225.59
jau,voucher,delivered,225.74
piedade do rio grande,boleto,delivered,225.80
itapetininga,boleto,delivered,225.88
alto parana,credit_card,delivered,225.92
barra dos coqueiros,boleto,delivered,225.97
paulo afonso,credit_card,delivered,226.05
rio manso,credit_card,delivered,226.15
erere,credit_card,delivered,226.23
afranio,credit_card,delivered,226.23
nova esperanca,credit_card,delivered,226.39
cesario lange,credit_card,delivered,226.43
santa barbara,credit_card,delivered,226.49
petrolandia,credit_card,delivered,226.84
itauna,credit_card,shipped,226.86
campo grande,credit_card,delivered,226.88
bastos,boleto,delivered,226.90
ipaporanga,credit_card,delivered,226.91
trairi,boleto,delivered,226.93
tangua,debit_card,delivered,227.12
morro da garca,credit_card,delivered,227.14
sertanopolis,boleto,delivered,227.18
xinguara,credit_card,delivered,227.21
santana do paraiso,credit_card,delivered,227.23
tubarao,credit_card,delivered,227.32
tiangua,voucher,delivered,227.36
ilhota,credit_card,delivered,227.70
terra boa,credit_card,delivered,227.75
santa quiteria,credit_card,delivered,227.82
tanhacu,boleto,delivered,227.83
avai,credit_card,invoiced,227.96
santa cruz do capibaribe,credit_card,processing,227.98
tarumirim,credit_card,delivered,228.06
belem,credit_card,delivered,228.22
jucurucu,debit_card,delivered,228.34
natal,boleto,delivered,228.49
antonina,credit_card,delivered,228.54
ipueira,credit_card,delivered,228.57
saubara,credit_card,delivered,228.60
salvador,boleto,canceled,228.82
sao pedro dos ferros,credit_card,delivered,228.92
mogi das cruzes,credit_card,invoiced,228.98
ressaquinha,credit_card,delivered,229.07
salto,credit_card,invoiced,229.20
sapiranga,boleto,delivered,229.23
sorriso,credit_card,delivered,229.41
xambioa,credit_card,delivered,229.50
ponte nova,boleto,delivered,229.53
telha,credit_card,delivered,229.65
coronel joao sa,credit_card,delivered,229.90
buriti,boleto,delivered,229.91
perdizes,credit_card,delivered,229.98
cachoeira do sul,credit_card,shipped,229.99
uruoca,credit_card,delivered,230.04
cipo,credit_card,delivered,230.12
santa helena de goias,credit_card,delivered,230.17
pocoes,credit_card,delivered,230.19
mario campos,credit_card,delivered,230.30
capinzal do norte,credit_card,delivered,230.30
irece,credit_card,delivered,230.37
camocim,credit_card,delivered,230.47
doutor camargo,voucher,delivered,230.63
colinas do tocantins,boleto,delivered,230.82
corumba,credit_card,delivered,230.95
maceio,credit_card,delivered,231.08
antonio cardoso,boleto,delivered,231.12
aurea,credit_card,delivered,231.27
conceicao do rio verde,boleto,delivered,231.27
arneiroz,credit_card,delivered,231.27
mutum,voucher,delivered,231.27
santa cruz de goias,credit_card,delivered,231.27
anadia,credit_card,delivered,231.30
ronda alta,boleto,delivered,231.35
teresina,credit_card,delivered,231.37
placas,credit_card,delivered,231.55
cardoso,credit_card,delivered,231.59
buriti dos lopes,credit_card,delivered,231.88
navegantes,credit_card,delivered,232.03
belem,boleto,processing,232.06
junqueiro,credit_card,delivered,232.21
porto nacional,credit_card,delivered,232.22
serra azul de minas,boleto,delivered,232.27
carangola,credit_card,delivered,232.31
juazeiro do norte,credit_card,delivered,232.31
taubate,debit_card,delivered,232.39
nova andradina,credit_card,delivered,232.43
palmeira,credit_card,delivered,232.57
itajuipe,credit_card,delivered,232.78
serra bonita,boleto,delivered,232.82
guaruja,credit_card,processing,232.86
canudos,credit_card,delivered,232.89
ipameri,boleto,delivered,232.92
itamarandiba,voucher,delivered,232.95
bandeira do sul,credit_card,delivered,233.15
carmo de minas,credit_card,delivered,233.18
ceara-mirim,credit_card,delivered,233.64
morro redondo,boleto,delivered,233.66
flores,credit_card,delivered,233.71
baixo guandu,credit_card,delivered,233.82
sao jose do rio pardo,boleto,delivered,233.84
buenopolis,boleto,canceled,233.87
alegre,boleto,delivered,234.07
vitoria,boleto,delivered,234.18
lagoa de velhos,credit_card,delivered,234.19
portao,voucher,delivered,234.28
amparo,credit_card,delivered,234.29
niteroi,boleto,invoiced,234.41
cabixi,boleto,delivered,234.50
mata grande,credit_card,delivered,234.68
icarai de minas,credit_card,delivered,234.84
lambari,credit_card,delivered,234.89
paragominas,boleto,delivered,234.97
porto real,credit_card,delivered,235.13
aguas de lindoia,boleto,delivered,235.17
laje do muriae,credit_card,delivered,235.28
olimpia,credit_card,canceled,235.28
campos dos goytacazes,boleto,shipped,235.54
borrazopolis,credit_card,delivered,235.61
anta gorda,boleto,delivered,235.61
cocal,credit_card,delivered,235.62
taio,boleto,delivered,235.74
joao pinheiro,credit_card,delivered,235.84
aracaju,voucher,delivered,235.89
presidente prudente,credit_card,processing,235.90
barra do bugres,credit_card,delivered,235.91
cunha,credit_card,delivered,235.97
nilopolis,credit_card,canceled,236.00
nova brasilandia d'oeste,credit_card,delivered,236.07
canaa dos carajas,credit_card,delivered,236.11
itapage,credit_card,delivered,236.13
ararangua,voucher,delivered,236.20
videira,credit_card,delivered,236.22
paranaiba,credit_card,shipped,236.28
palmeiras,credit_card,delivered,236.55
pitangui,voucher,delivered,236.74
cuiaba,credit_card,shipped,236.76
arraial d'ajuda,credit_card,shipped,236.79
casca,credit_card,delivered,236.83
martinho campos,credit_card,delivered,236.85
garanhuns,boleto,delivered,236.91
candelaria,credit_card,delivered,237.00
caieiras,credit_card,canceled,237.13
flora rica,credit_card,delivered,237.26
oroco,voucher,delivered,237.53
santo expedito do sul,boleto,delivered,237.54
gramado dos loureiros,credit_card,delivered,237.54
santo antonio do leste,boleto,delivered,237.55
esperantinopolis,boleto,delivered,237.61
itaborai,voucher,shipped,237.68
paulo jacinto,credit_card,delivered,237.79
guarapari,voucher,delivered,237.84
palminopolis,credit_card,delivered,237.94
pedra bela,credit_card,invoiced,238.02
sao felix do xingu,credit_card,delivered,238.10
sitio novo do tocantins,credit_card,delivered,238.14
matias barbosa,voucher,delivered,238.15
lagarto,credit_card,delivered,238.33
araguari,credit_card,delivered,238.35
chapada dos guimaraes,boleto,delivered,238.37
rio branco,credit_card,delivered,238.38
nipoa,boleto,delivered,238.41
rio de janeiro,boleto,canceled,238.42
lencois paulista,boleto,delivered,238.44
guaiba,credit_card,delivered,238.49
macau,boleto,delivered,238.56
ibiraiaras,boleto,delivered,238.63
araputanga,boleto,delivered,238.68
tiete,debit_card,delivered,239.10
munhoz de melo,boleto,delivered,239.11
crixas,debit_card,delivered,239.56
braco do norte,voucher,delivered,239.68
cajazeiras,boleto,delivered,239.80
apiuna,credit_card,delivered,239.85
parnaiba,credit_card,delivered,239.97
dois corregos,boleto,delivered,240.08
porto velho,credit_card,delivered,240.33
sao paulo,credit_card,processing,240.34
hidreletrica tucurui,credit_card,delivered,240.49
osasco,credit_card,invoiced,240.57
estacao,credit_card,delivered,240.72
jacaraci,boleto,delivered,240.74
caratinga,boleto,delivered,240.77
arraial do cabo,credit_card,delivered,240.77
santana do araguaia,credit_card,delivered,240.80
gurupi,voucher,delivered,240.80
queimadas,boleto,delivered,240.82
santo amaro de campos,credit_card,delivered,240.91
itaporanga,credit_card,delivered,241.06
butia,credit_card,delivered,241.22
nova veneza,voucher,delivered,241.22
acarau,boleto,delivered,241.27
minacu,boleto,delivered,241.35
sao jose dos pinhais,credit_card,processing,241.45
palmeira dos indios,voucher,delivered,241.46
carbonita,credit_card,delivered,241.63
nossa senhora do socorro,boleto,delivered,241.95
ipameri,boleto,shipped,242.03
barra bonita,voucher,processing,242.03
fortaleza,boleto,shipped,242.10
itapecerica,boleto,delivered,242.23
catalao,boleto,delivered,242.49
muriae,boleto,delivered,242.56
progresso,boleto,delivered,242.59
itaguai,credit_card,canceled,242.62
imperatriz,boleto,delivered,242.63
afogados da ingazeira,credit_card,delivered,242.69
parnamirim,voucher,delivered,242.77
vila velha,boleto,delivered,242.77
joao pessoa,credit_card,delivered,242.83
aguas de sao pedro,boleto,delivered,242.94
manoel ribas,credit_card,delivered,242.98
morada nova de minas,credit_card,delivered,243.03
vitoria,credit_card,shipped,243.11
santa vitoria,credit_card,delivered,243.19
alto parnaiba,credit_card,delivered,243.19
cerqueira cesar,credit_card,delivered,243.26
minacu,debit_card,delivered,243.45
pedro leopoldo,boleto,delivered,243.48
lauro muller,boleto,delivered,243.68
lago da pedra,credit_card,delivered,243.76
curvelandia,credit_card,delivered,243.78
igarape,credit_card,delivered,243.84
carapebus,boleto,delivered,243.86
itaiopolis,credit_card,delivered,244.02
indaiatuba,credit_card,canceled,244.06
nova era,debit_card,delivered,244.22
santa maria da boa vista,credit_card,delivered,244.29
morada nova de minas,boleto,delivered,244.32
pontalina,credit_card,delivered,244.36
guarei,voucher,delivered,244.40
para de minas,credit_card,delivered,244.40
currais novos,boleto,delivered,244.43
carangola,credit_card,processing,244.72
cascavel,credit_card,shipped,244.80
barra do garcas,credit_card,delivered,244.81
ibitioca,credit_card,delivered,244.91
sabara,boleto,delivered,244.94
caucaia,voucher,delivered,245.08
bom jesus do sul,credit_card,delivered,245.10
catalao,debit_card,delivered,245.12
rio tinto,credit_card,delivered,245.13
varzea paulista,credit_card,processing,245.20
venda nova do imigrante,credit_card,delivered,245.23
santo estevao,credit_card,delivered,245.34
santa barbara do para,credit_card,delivered,245.45
goitacazes,voucher,delivered,245.54
aracatuba,voucher,delivered,245.66
chui,credit_card,delivered,245.77
piracicaba,credit_card,canceled,245.85
lorena,voucher,delivered,246.00
santo andre,credit_card,shipped,246.16
portela,boleto,delivered,246.26
borda da mata,boleto,delivered,246.28
linhares,boleto,delivered,246.35
mamonas,credit_card,delivered,246.36
marataizes,credit_card,delivered,246.50
cajobi,boleto,delivered,246.61
baianopolis,credit_card,delivered,246.64
palmas,credit_card,delivered,246.64
regeneracao,credit_card,delivered,246.78
castelo do piaui,voucher,delivered,246.98
vitoria da conquista,credit_card,delivered,247.03
arembepe,credit_card,delivered,247.03
pecanha,credit_card,delivered,247.13
morro reuter,credit_card,delivered,247.13
juazeiro do norte,debit_card,delivered,247.21
fartura,credit_card,delivered,247.21
governador valadares,credit_card,canceled,247.22
catanduva,credit_card,canceled,247.26
ibia,credit_card,delivered,247.37
itapirapua,credit_card,delivered,247.67
bodoquena,credit_card,delivered,247.77
cachoeira do sul,credit_card,delivered,247.86
formigueiro,credit_card,delivered,247.90
mandaguari,credit_card,delivered,247.96
mombaca,credit_card,delivered,247.98
magda,credit_card,delivered,248.04
pauliceia,credit_card,delivered,248.06
gravata,boleto,delivered,248.11
andradas,credit_card,delivered,248.52
manoel urbano,debit_card,delivered,248.71
pedrinopolis,credit_card,delivered,248.73
itabera,credit_card,delivered,248.84
sao ludgero,credit_card,delivered,248.84
itapecuru mirim,credit_card,delivered,248.84
mondai,boleto,delivered,248.88
sao joao evangelista,credit_card,delivered,248.88
lagoa da prata,boleto,delivered,248.88
ijui,voucher,delivered,248.94
santa luzia,debit_card,delivered,249.05
uniao do sul,boleto,delivered,249.20
figueira,credit_card,delivered,249.25
campanario,credit_card,delivered,249.29
conservatoria,credit_card,delivered,249.29
timbo,credit_card,delivered,249.40
itupeva,boleto,processing,249.56
sao luis do quitunde,boleto,delivered,249.67
itapira,credit_card,processing,249.68
garibaldi,boleto,delivered,249.70
uaua,boleto,delivered,249.75
ibirarema,boleto,delivered,249.79
caraibas,credit_card,delivered,249.80
cacapava,debit_card,delivered,249.94
jucurucu,credit_card,delivered,249.97
gravata,credit_card,shipped,250.06
porto nacional,boleto,delivered,250.09
vila valerio,credit_card,delivered,250.34
carolina,credit_card,delivered,250.35
divinopolis,credit_card,delivered,250.43
bertioga,credit_card,delivered,250.51
araguaina,credit_card,canceled,250.57
carinhanha,credit_card,delivered,250.89
morro da fumaca,credit_card,delivered,250.98
pedro osorio,credit_card,delivered,250.99
governador celso ramos,credit_card,delivered,251.09
salvador,credit_card,processing,251.12
sao miguel,credit_card,delivered,251.13
limeira do oeste,credit_card,delivered,251.22
aguas vermelhas,boleto,delivered,251.29
sao goncalo do rio abaixo,boleto,delivered,251.36
candiota,credit_card,delivered,251.54
porto alegre,boleto,invoiced,251.58
nova laranjeiras,credit_card,delivered,251.59
jequie,boleto,delivered,251.70
sao goncalo do sapucai,debit_card,delivered,251.71
nova hartz,credit_card,delivered,251.74
ampere,credit_card,delivered,251.79
porto velho,boleto,delivered,252.08
engenheiro passos,credit_card,delivered,252.09
boa vista do burica,boleto,delivered,252.09
guimaraes,credit_card,delivered,252.11
uruguaiana,credit_card,canceled,252.19
marco,credit_card,delivered,252.25
potirendaba,credit_card,canceled,252.26
sao manuel,credit_card,canceled,252.27
seringueiras,credit_card,delivered,252.32
cristalina,credit_card,delivered,252.60
promissao,boleto,canceled,252.61
ciriaco,boleto,delivered,252.74
sucesso,debit_card,delivered,252.74
socorro,boleto,delivered,252.78
mesquita,debit_card,delivered,252.91
buique,credit_card,delivered,253.09
carmo do paranaiba,credit_card,delivered,253.27
goncalves,credit_card,delivered,253.28
natal,voucher,delivered,253.31
pacajus,credit_card,delivered,253.33
maceio,voucher,delivered,253.61
uba,voucher,delivered,253.78
tabuleiro,credit_card,delivered,253.79
santa rita,credit_card,delivered,253.83
almenara,credit_card,delivered,253.91
pequizeiro,credit_card,delivered,253.98
garrafao do norte,credit_card,delivered,254.00
colonia jordaozinho,credit_card,delivered,254.00
milagres,credit_card,delivered,254.08
sao miguel do anta,voucher,delivered,254.09
cedral,credit_card,delivered,254.13
planaltino,credit_card,delivered,254.44
batatais,credit_card,delivered,254.69
carmo do rio claro,credit_card,delivered,255.25
caetite,credit_card,delivered,255.53
toritama,credit_card,delivered,255.60
serra talhada,boleto,delivered,255.65
areias,credit_card,delivered,255.83
coronel murta,credit_card,delivered,255.84
bela cruz,credit_card,delivered,256.12
bonfinopolis,credit_card,delivered,256.30
cascavel,boleto,processing,256.43
portalegre,credit_card,delivered,256.51
areado,credit_card,delivered,256.66
peabiru,boleto,delivered,256.92
